#{"t_start": 1651395587.507558, "env_id": "cruise-ctrl-v0"}
r,l,t
1.273492,101,1657.929734
0.547069,101,1658.507802
0.780262,101,1659.088428
-8.393806,4,1659.111492
0.562541,101,1659.689842
0.689426,101,1660.26883
0.847178,101,1660.850645
0.251578,101,1661.428353
-0.081277,101,1662.007406
-0.269097,101,1662.584293
-9.878426,101,1663.162472
-9.105165,6,1663.197202
-19.105659,7,1663.23818
-0.47749,101,1663.816863
-0.240932,101,1664.393539
0.40638,101,1664.978114
0.080012,101,1665.555521
0.550272,101,1666.131331
0.286254,101,1666.716237
0.252999,101,1667.293663
0.327259,101,1667.87177
0.88928,101,1668.452682
0.68425,101,1669.03185
-9.503089,4,1669.055257
-7.943242,5,1669.083974
0.00452,101,1669.667332
-8.622744,8,1669.713759
0.463962,101,1670.296242
-0.272854,101,1670.884235
0.77756,101,1671.465059
-9.368605,3,1671.482795
-0.629344,101,1672.066268
0.677207,101,1672.650427
0.234864,101,1673.232307
-0.489091,101,1673.820966
-0.462594,101,1674.405502
-9.524859,3,1674.422903
0.006586,101,1675.002575
-0.043071,101,1675.582305
0.186839,101,1676.169622
-0.28862,101,1676.752835
0.285183,101,1677.336515
-0.052538,101,1677.921056
-0.331941,101,1678.506001
0.232316,101,1679.099066
0.626551,101,1679.689805
-0.290027,101,1680.279545
1.15258,101,1680.864073
0.488506,101,1681.444041
0.022256,101,1682.025783
-7.757498,9,1682.078033
-0.212505,101,1682.660953
0.157683,101,1683.242609
0.899557,101,1683.825586
-0.134047,101,1684.408792
-8.149891,7,1684.449328
-0.081266,101,1685.03608
0.144525,101,1685.617486
0.157468,101,1686.199617
0.700153,101,1686.784084
-0.290854,101,1687.364674
0.469466,101,1687.948181
-0.315686,101,1688.528678
0.445451,101,1689.112016
0.740938,101,1689.697482
1.101898,101,1690.280331
0.693216,101,1690.863799
0.184491,101,1691.444494
-0.421924,101,1692.027399
0.622566,101,1692.613899
0.098667,101,1693.195531
0.972428,101,1693.778587
-0.361767,101,1694.360249
-8.213706,5,1694.38945
-0.071407,101,1694.976784
0.518897,101,1695.561433
1.185102,101,1696.144406
-9.838173,4,1696.1679
0.390634,101,1696.750473
0.471906,101,1697.33152
0.152476,101,1697.915431
-8.872047,4,1697.939097
-0.108112,101,1698.521242
0.470552,101,1699.103976
-0.065293,101,1699.688354
-0.61784,101,1700.270834
0.481185,101,1700.857057
-0.070408,101,1701.441525
-0.926607,101,1702.022234
0.498875,101,1702.605162
0.215476,101,1703.187519
-0.4574,101,1703.772398
-0.5073,101,1704.354869
0.028489,101,1704.93899
0.526037,101,1705.520316
0.032977,101,1706.104997
-0.555908,101,1706.68807
-0.364247,101,1707.272718
-8.245865,8,1707.318975
-8.772193,6,1707.354002
-0.321069,101,1707.936529
0.286564,101,1708.51991
-0.012981,101,1709.104338
0.381582,101,1709.688559
0.689533,101,1710.277025
0.501635,101,1710.863345
-0.039295,101,1711.446753
-0.040306,101,1712.02915
-0.053988,101,1712.611279
-0.439178,101,1713.196709
0.514467,101,1713.781651
0.32915,101,1714.364083
0.167021,101,1714.95104
0.391021,101,1715.53507
-7.721041,8,1715.581154
0.062012,101,1716.164515
0.340819,101,1716.746241
1.351658,101,1717.32649
0.666657,101,1717.909375
0.336018,101,1718.491204
-8.095708,8,1718.537497
0.159359,101,1719.122263
0.556299,101,1719.703521
0.901476,101,1720.28814
-0.259031,101,1720.870875
-0.039195,101,1721.45119
0.368101,101,1722.03397
0.21294,101,1722.616213
0.215709,101,1723.197922
0.125397,101,1723.780871
-0.497102,101,1724.364855
-8.198038,4,1724.3881
-1.30524,101,1724.972897
-8.869769,3,1724.990322
-8.35586,9,1725.042167
-0.036088,101,1725.625341
0.755902,101,1726.209254
-9.531245,3,1726.22671
0.182622,101,1726.809576
0.118918,101,1727.391958
-0.168602,101,1727.978277
-0.354637,101,1728.558611
-0.128759,101,1729.143651
-0.229281,101,1729.730293
0.137337,101,1730.317121
0.513502,101,1730.904244
0.298612,101,1731.487387
0.308687,101,1732.072078
0.054007,101,1732.656238
1.134558,101,1733.24574
0.95818,101,1733.833134
-0.261287,101,1734.415549
-0.602752,101,1735.00135
0.087199,101,1735.582972
0.801788,101,1736.174616
1.071624,101,1736.763257
-0.67912,101,1737.350501
-0.30004,101,1737.933277
-8.584371,7,1737.97425
-0.875679,101,1738.558074
0.149363,101,1739.140226
-0.320347,101,1739.723022
0.012038,101,1740.306974
-9.054662,6,1740.341567
-19.62083,3,1740.358957
-8.663869,4,1740.382049
0.74358,101,1740.963634
-1.406999,101,1741.541906
-0.072596,101,1742.125309
0.008663,101,1742.707215
-0.090998,101,1743.286251
0.48865,101,1743.86648
1.170597,101,1744.444128
-0.170352,101,1745.027745
0.029661,101,1745.60659
0.575916,101,1746.192055
-8.209464,5,1746.220948
0.06823,101,1746.805589
-0.65065,101,1747.386864
1.173406,101,1747.972772
-0.487844,101,1748.554557
0.001523,101,1749.138786
0.197953,101,1749.721617
-8.951533,4,1749.745767
-0.249177,101,1750.329493
-6.877822,9,1750.381623
-8.999542,4,1750.404785
-0.363841,101,1750.98975
0.412783,101,1751.573067
-0.209814,101,1752.156696
-8.833698,7,1752.197093
0.861375,101,1752.780896
-8.452501,6,1752.815543
0.515297,101,1753.40123
0.203936,101,1753.982873
0.566962,101,1754.565491
-0.860295,101,1755.150015
0.352619,101,1755.73393
0.012646,101,1756.31737
0.242652,101,1756.901224
-0.70735,101,1757.481632
0.197541,101,1758.063652
0.082652,101,1758.648752
0.11598,101,1759.234192
-0.484484,101,1759.817122
0.103572,101,1760.399813
0.06704,101,1760.983307
-0.632699,101,1761.567061
0.190001,101,1762.151412
-0.191475,101,1762.734334
0.322512,101,1763.316644
0.615587,101,1763.904997
0.446839,101,1764.488846
-0.467473,101,1765.087504
-8.620136,5,1765.117023
1.154684,101,1765.699962
1.596301,101,1766.285277
0.636291,101,1766.867483
0.171622,101,1767.448609
0.398566,101,1768.031428
-0.367359,101,1768.613759
0.834693,101,1769.197245
-8.993413,5,1769.226104
-0.882059,101,1769.811999
-0.290911,101,1770.396127
-0.403792,101,1770.983886
-0.104803,101,1771.566258
-1.183771,101,1772.155259
0.55609,101,1772.740033
-8.673161,5,1772.769179
0.932433,101,1773.353415
0.519177,101,1773.94045
-0.241002,101,1774.526649
-0.077596,101,1775.113176
0.835102,101,1775.699588
0.353567,101,1776.288958
-0.980644,101,1776.874431
-1.213021,101,1777.456923
-8.19126,6,1777.491625
-0.35666,101,1778.074646
-0.359029,101,1778.655638
-0.50555,101,1779.24061
-8.48175,4,1779.263897
-0.460323,101,1779.853434
0.12385,101,1780.438891
0.296264,101,1781.025634
0.579888,101,1781.614367
-0.490326,101,1782.204801
-8.738503,7,1782.245345
-18.841153,9,1782.297501
-0.014923,101,1782.885421
-9.060982,5,1782.914357
-0.066622,101,1783.49404
-0.39666,101,1784.079084
-8.840909,6,1784.114008
0.243353,101,1784.696701
0.46299,101,1785.278243
-0.675502,101,1785.861233
0.733937,101,1786.440112
0.322258,101,1787.022666
0.211934,101,1787.605339
1.193844,101,1788.188502
-0.92452,101,1788.771269
-0.261857,101,1789.350803
0.641278,101,1789.934953
0.315054,101,1790.514957
0.499539,101,1791.098258
0.312729,101,1791.680101
0.172548,101,1792.258389
-0.849512,101,1792.840931
0.288302,101,1793.419073
-0.996734,101,1794.004956
0.900519,101,1794.585269
0.5465,101,1795.170612
0.276676,101,1795.754662
0.631275,101,1796.334425
-0.085188,101,1796.917427
0.771022,101,1797.496611
0.633868,101,1798.081263
-0.616343,101,1798.666247
0.107329,101,1799.24625
0.269127,101,1799.833028
-0.120089,101,1800.413797
0.690336,101,1800.998818
0.973633,101,1801.578526
-0.108208,101,1802.160743
-0.281026,101,1802.746022
-1.039876,101,1803.327951
0.411586,101,1803.910607
0.617542,101,1804.490125
0.792666,101,1805.074308
0.037951,101,1805.658287
0.637501,101,1806.238499
-0.265852,101,1806.819873
0.030905,101,1807.398166
0.310566,101,1807.979455
0.285865,101,1808.559856
-0.736778,101,1809.140525
-1.158995,101,1809.723958
-1.212314,101,1810.306149
0.261869,101,1810.88785
0.104734,101,1811.470879
0.993935,101,1812.052859
-0.997033,101,1812.635757
-0.132243,101,1813.217609
-0.046247,101,1813.799395
-0.408064,101,1814.379382
0.32148,101,1814.960514
0.402398,101,1815.541987
0.204901,101,1816.137043
-0.008098,101,1816.718996
-0.235363,101,1817.302998
0.402494,101,1817.884133
0.168378,101,1818.464106
-0.030599,101,1819.04512
-0.248704,101,1819.625837
-0.059911,101,1820.210818
0.302161,101,1820.793016
-0.080657,101,1821.3736
0.606974,101,1821.953681
-0.790086,101,1822.533354
-0.153753,101,1823.128091
0.91018,101,1823.712952
-7.97147,8,1823.760289
0.111188,101,1824.343132
0.721968,101,1824.925839
0.273217,101,1825.505645
0.424628,101,1826.094212
-0.226239,101,1826.677323
-0.469465,101,1827.271578
-0.0309,101,1827.858036
0.060401,101,1828.442982
1.059261,101,1829.027754
-0.094906,101,1829.612536
-9.046272,4,1829.636088
0.35887,101,1830.221074
0.519858,101,1830.805322
0.941886,101,1831.387217
0.303422,101,1831.975604
0.254313,101,1832.558757
-0.122579,101,1833.143028
-0.839086,101,1833.725348
-0.468122,101,1834.310032
-0.114551,101,1834.905423
-0.238747,101,1835.487372
0.647763,101,1836.070388
0.231289,101,1836.651694
-0.227666,101,1837.233606
0.11586,101,1837.814944
0.472057,101,1838.395172
0.019485,101,1838.976936
0.461313,101,1839.556765
-8.554087,8,1839.603108
0.844123,101,1840.18985
0.295664,101,1840.772472
-0.408227,101,1841.354625
0.328876,101,1841.935113
0.174437,101,1842.513924
-8.756531,7,1842.554516
0.380411,101,1843.135468
-8.791164,7,1843.176336
-0.3468,101,1843.758442
0.261249,101,1844.343997
-0.911601,101,1844.923891
-8.151011,9,1844.975744
-0.788578,101,1845.553131
0.832958,101,1846.136492
-0.366566,101,1846.717584
0.080931,101,1847.296313
0.674877,101,1847.877548
-0.150743,101,1848.456607
0.319144,101,1849.036483
0.778106,101,1849.616076
-0.110393,101,1850.194856
1.015756,101,1850.77435
0.173082,101,1851.352749
-0.916139,101,1851.93464
-0.276356,101,1852.512262
1.322003,101,1853.089979
-0.281353,101,1853.668344
-0.123222,101,1854.246979
-0.403696,101,1854.825944
0.781984,101,1855.405222
0.832486,101,1855.98817
0.188926,101,1856.566903
-0.123129,101,1857.145516
1.011436,101,1857.727674
0.920518,101,1858.305207
1.010779,101,1858.886908
-0.202162,101,1859.466358
0.202581,101,1860.050111
-0.377597,101,1860.635648
-0.299038,101,1861.217854
-0.083611,101,1861.800164
0.095723,101,1862.378261
0.146039,101,1862.959816
0.495202,101,1863.536933
0.719237,101,1864.116883
-0.183003,101,1864.694598
0.821937,101,1865.274386
0.906484,101,1865.853765
-0.152709,101,1866.43201
-0.348706,101,1867.010598
0.201033,101,1867.587647
-0.405657,101,1868.16768
-7.677432,10,1868.225028
1.174748,101,1868.805921
-0.431562,101,1869.384607
0.619319,101,1869.965553
0.426816,101,1870.544589
-0.686332,101,1871.124123
-0.203142,101,1871.702332
0.229435,101,1872.280568
-0.470157,101,1872.859995
0.536795,101,1873.437088
0.696212,101,1874.014541
-0.17857,101,1874.595387
1.036952,101,1875.175974
-9.797758,4,1875.199111
-7.949202,5,1875.227987
-0.585946,101,1875.808405
0.278825,101,1876.387103
-1.194736,101,1876.966096
0.246849,101,1877.543952
0.259747,101,1878.123976
-0.753942,101,1878.702698
-0.323283,101,1879.28073
-0.087534,101,1879.863188
0.711558,101,1880.445421
-0.671033,101,1881.026472
-0.398949,101,1881.606244
0.363482,101,1882.184517
-0.717822,101,1882.76237
0.7911,101,1883.341165
-0.549717,101,1883.920466
-0.273036,101,1884.504988
0.161196,101,1885.088323
0.005841,101,1885.670861
0.660602,101,1886.256358
1.27703,101,1886.839438
-0.366815,101,1887.419515
-0.23404,101,1888.006733
-0.294149,101,1888.587113
-0.169132,101,1889.171098
-0.59994,101,1889.758104
-0.056126,101,1890.344188
0.166007,101,1890.932404
0.399928,101,1891.518566
-8.726581,7,1891.559347
0.28396,101,1892.149385
-0.148134,101,1892.732198
0.814818,101,1893.31675
0.752297,101,1893.901699
-8.502339,6,1893.936399
0.645287,101,1894.522614
-0.053019,101,1895.111995
0.052483,101,1895.690239
0.273956,101,1896.272574
0.021253,101,1896.852454
0.83137,101,1897.433133
-0.352051,101,1898.017356
0.3053,101,1898.599041
-8.672767,4,1898.622839
-0.771916,101,1899.202842
-8.562308,4,1899.226197
-0.170061,101,1899.807375
1.050113,101,1900.39113
0.161699,101,1900.97362
0.264945,101,1901.552641
0.709287,101,1902.138594
-0.024502,101,1902.720685
-0.065606,101,1903.306123
0.523944,101,1903.893479
0.432544,101,1904.476609
-0.638069,101,1905.061348
0.237172,101,1905.644107
-0.72472,101,1906.227534
-0.109222,101,1906.810156
0.117756,101,1907.391872
-0.353895,101,1907.976272
-0.328493,101,1908.5588
0.823153,101,1909.16092
0.874706,101,1909.748633
0.88531,101,1910.331504
-0.36534,101,1910.916573
0.913874,101,1911.497301
0.155075,101,1912.082189
-0.014531,101,1912.665473
-0.387021,101,1913.248699
0.840718,101,1913.830724
-0.596875,101,1914.412624
-0.220573,101,1915.00124
0.018749,101,1915.587143
0.826516,101,1916.177275
0.842073,101,1916.763479
0.432157,101,1917.341721
-0.191602,101,1917.92168
0.455179,101,1918.501084
0.435123,101,1919.090291
-0.664272,101,1919.676015
1.05775,101,1920.262205
1.27413,101,1920.850486
0.164699,101,1921.431766
-0.246713,101,1922.015939
1.138276,101,1922.595707
-0.34383,101,1923.176103
0.729817,101,1923.755484
0.688041,101,1924.334711
-0.384048,101,1924.917236
0.384361,101,1925.49602
-19.340591,6,1925.530854
-0.85422,101,1926.113718
0.314512,101,1926.69587
0.378619,101,1927.275971
-0.726802,101,1927.855793
-0.016867,101,1928.434106
0.655657,101,1929.019361
-0.298099,101,1929.601623
-9.1228,7,1929.642077
-0.140269,101,1930.221405
-0.452693,101,1930.801871
0.304009,101,1931.380908
0.318077,101,1931.960173
0.548697,101,1932.544235
0.166165,101,1933.127077
-0.088445,101,1933.705834
0.610571,101,1934.284001
-0.186216,101,1934.863778
-0.209213,101,1935.441268
0.163724,101,1936.021593
0.327864,101,1936.599616
0.11655,101,1937.177571
0.250142,101,1937.755878
0.212054,101,1938.336377
0.253249,101,1938.916278
0.858145,101,1939.49449
-0.244036,101,1940.07516
0.525647,101,1940.654347
0.286861,101,1941.234646
0.381766,101,1941.812202
0.07391,101,1942.387771
0.161254,101,1942.965795
0.261168,101,1943.544007
0.456677,101,1944.118102
0.825282,101,1944.693208
0.193325,101,1945.274423
-0.285614,101,1945.854082
-0.208473,101,1946.435394
0.594585,101,1947.019585
-0.877157,101,1947.599395
-0.645008,101,1948.179133
-0.170634,101,1948.75944
0.845738,101,1949.343461
-0.035317,101,1949.926623
0.04473,101,1950.505737
0.197121,101,1951.08706
0.579334,101,1951.665849
-0.106808,101,1952.245358
0.097503,101,1952.823995
0.3174,101,1953.403961
0.340731,101,1953.982967
0.681416,101,1954.562738
0.84056,101,1955.147049
0.061863,101,1955.727292
-8.981322,4,1955.751582
0.108424,101,1956.332709
0.460355,101,1956.913124
1.066251,101,1957.492577
0.034978,101,1958.073745
-0.119012,101,1958.654421
0.208028,101,1959.235467
0.467841,101,1959.818635
-0.313305,101,1960.39894
-0.260987,101,1960.984796
0.431278,101,1961.565664
0.08947,101,1962.146364
1.05333,101,1962.729295
-7.877743,9,1962.781335
0.296262,101,1963.360714
-0.466859,101,1963.939821
-0.562478,101,1964.518187
0.477881,101,1965.103459
0.33856,101,1965.682074
0.332537,101,1966.260738
-9.188422,4,1966.283742
0.572576,101,1966.865366
0.160725,101,1967.442716
-0.815286,101,1968.020077
-8.677332,5,1968.048709
-0.840327,101,1968.632922
-0.582828,101,1969.209797
-8.718379,4,1969.232807
0.05231,101,1969.812698
0.290972,101,1970.389349
-0.713064,101,1970.968783
-0.188708,101,1971.546262
-0.630563,101,1972.124674
-0.089874,101,1972.704465
0.864152,101,1973.280826
0.141929,101,1973.858454
0.46292,101,1974.435258
0.644891,101,1975.015841
-1.112971,101,1975.592899
0.971461,101,1976.171519
1.280999,101,1976.752424
0.061305,101,1977.33094
-0.168901,101,1977.912272
-0.640581,101,1978.494967
-0.218155,101,1979.075472
-0.446675,101,1979.654619
0.560979,101,1980.237594
-0.427675,101,1980.818952
0.454071,101,1981.398492
-0.533764,101,1981.980417
0.377332,101,1982.559698
0.749841,101,1983.141567
-0.504181,101,1983.723236
-0.524268,101,1984.306578
0.337631,101,1984.888855
0.594324,101,1985.469105
0.868977,101,1986.050449
0.134835,101,1986.63216
0.978665,101,1987.213777
0.309243,101,1987.794985
-0.036517,101,1988.375662
-0.589383,101,1988.957252
0.276389,101,1989.538938
-0.02942,101,1990.139886
0.709197,101,1990.728496
-0.523391,101,1991.319105
-0.870405,101,1991.903991
0.290742,101,1992.482251
0.786391,101,1993.063976
-18.814808,8,1993.109711
-0.345394,101,1993.687191
0.556747,101,1994.265201
-0.101544,101,1994.845175
0.689699,101,1995.424212
-0.178156,101,1996.002432
0.707987,101,1996.580347
0.473086,101,1997.157262
-8.285786,6,1997.19222
0.188546,101,1997.76981
0.144199,101,1998.346612
0.993188,101,1998.927487
-0.13552,101,1999.503161
-0.311698,101,2000.082339
0.04973,101,2000.660671
0.198718,101,2001.240867
-7.874773,5,2001.269553
1.179675,101,2001.846716
0.702082,101,2002.423311
0.224829,101,2003.000824
0.086754,101,2003.581177
-0.440919,101,2004.162864
0.766587,101,2004.744663
0.000585,101,2005.325968
-0.278309,101,2005.906763
-1.14912,101,2006.484927
-0.25055,101,2007.067993
-0.110135,101,2007.650673
-0.138229,101,2008.233983
-0.220668,101,2008.817262
0.729093,101,2009.401193
-0.084767,101,2009.982462
0.377708,101,2010.562579
-0.222187,101,2011.147815
-0.525646,101,2011.724458
0.930237,101,2012.30169
0.307551,101,2012.88522
0.129835,101,2013.469981
0.310095,101,2014.049328
-0.055505,101,2014.628653
1.373411,101,2015.213187
-0.775484,101,2015.801544
-0.33127,101,2016.389369
0.640283,101,2016.980169
0.1331,101,2017.565049
-0.327397,101,2018.147687
0.505464,101,2018.730414
0.067533,101,2019.310343
-8.168723,10,2019.367859
0.890115,101,2019.949864
0.629985,101,2020.529274
1.07368,101,2021.110337
-8.65364,7,2021.150596
-8.607499,6,2021.18541
0.686873,101,2021.764731
0.677239,101,2022.343295
0.444483,101,2022.92296
0.039055,101,2023.50211
0.49102,101,2024.084894
0.843716,101,2024.664999
-0.522598,101,2025.245759
-0.176412,101,2025.826009
-8.184405,9,2025.877714
0.243364,101,2026.456817
0.493519,101,2027.037513
0.651856,101,2027.617617
-8.641575,6,2027.652246
0.093141,101,2028.234735
-0.777766,101,2028.824471
-0.332803,101,2029.404678
0.023446,101,2029.988252
0.098995,101,2030.566104
0.442177,101,2031.147684
-8.56769,6,2031.182452
-0.0201,101,2031.762141
-0.092029,101,2032.340075
0.467723,101,2032.918599
-0.120398,101,2033.496004
-0.569882,101,2034.074728
-0.246174,101,2034.655859
0.084191,101,2035.236087
0.709383,101,2035.818573
-0.120237,101,2036.396079
0.275145,101,2036.975004
0.360574,101,2037.553185
-0.165017,101,2038.132133
0.201539,101,2038.710741
-8.787227,6,2038.745126
0.275178,101,2039.324169
-0.349013,101,2039.905941
-9.265081,5,2039.934794
0.779724,101,2040.513894
0.952767,101,2041.092707
0.196554,101,2041.67338
-0.291408,101,2042.25222
-7.887045,5,2042.28101
1.070096,101,2042.860203
0.268494,101,2043.442929
-1.119604,101,2044.025317
0.075743,101,2044.608156
-0.160956,101,2045.190805
-0.146893,101,2045.781464
0.199714,101,2046.365168
0.161258,101,2046.947343
0.886273,101,2047.530005
-0.98038,101,2048.111579
-0.495407,101,2048.693472
-0.132724,101,2049.273972
0.477451,101,2049.857144
-0.428414,101,2050.437697
-0.222137,101,2051.020671
0.036503,101,2051.603465
-8.911575,7,2051.644299
1.067555,101,2052.224387
-0.372011,101,2052.803452
-8.726224,7,2052.846205
-0.312224,101,2053.424419
0.15304,101,2054.003642
-0.493467,101,2054.582205
0.086628,101,2055.163449
-0.715946,101,2055.742748
-0.237479,101,2056.321109
-8.741424,6,2056.355648
0.198368,101,2056.935315
-31.01927,101,2057.512442
-0.223965,101,2058.092075
-0.529153,101,2058.672912
-0.621646,101,2059.251409
0.405327,101,2059.832242
1.404832,101,2060.411874
-0.070235,101,2060.993386
-9.097785,5,2061.022232
0.671445,101,2061.602609
1.264398,101,2062.18332
0.883721,101,2062.764002
-1.064881,101,2063.343289
0.006777,101,2063.92395
-17.299554,12,2063.993133
-0.363544,101,2064.575301
-8.627104,6,2064.611479
0.0868,101,2065.195594
-0.21865,101,2065.774505
0.502018,101,2066.353701
-0.464707,101,2066.93242
0.27611,101,2067.509699
0.62433,101,2068.087781
-0.290343,101,2068.667424
-8.29896,6,2068.701782
0.193698,101,2069.278452
0.395617,101,2069.857206
0.741718,101,2070.437515
1.142541,101,2071.016752
0.254352,101,2071.592642
1.12358,101,2072.186752
1.011948,101,2072.772333
0.407776,101,2073.355029
-0.049718,101,2073.940168
-0.355846,101,2074.521037
0.263324,101,2075.103955
0.807058,101,2075.682677
0.607064,101,2076.263699
0.689881,101,2076.84307
0.177584,101,2077.420674
-0.401324,101,2078.000725
0.208476,101,2078.578831
0.456363,101,2079.157606
0.020954,101,2079.739344
0.77663,101,2080.318761
1.270589,101,2080.898981
-0.459967,101,2081.475344
0.899804,101,2082.056249
0.416869,101,2082.63765
0.013724,101,2083.215047
0.151439,101,2083.796868
0.5905,101,2084.376147
-0.058833,101,2084.961284
-9.051468,4,2084.984415
-0.329535,101,2085.570413
0.968078,101,2086.157549
0.76281,101,2086.742907
0.421197,101,2087.326574
0.03933,101,2087.911809
0.64671,101,2088.492882
-0.795039,101,2089.079424
0.850365,101,2089.6674
-8.726858,5,2089.696604
-0.235152,101,2090.281011
-0.262625,101,2090.870245
-0.503225,101,2091.450953
0.360467,101,2092.035071
-0.290511,101,2092.619381
0.345284,101,2093.199152
0.590369,101,2093.783486
-0.025799,101,2094.362849
-8.131061,6,2094.397365
-0.329054,101,2094.977934
-0.527693,101,2095.554868
0.773477,101,2096.135013
0.409904,101,2096.712313
0.17559,101,2097.28916
-8.897693,6,2097.323529
-0.225177,101,2097.900871
0.428273,101,2098.477363
-0.298677,101,2099.06212
-8.619358,7,2099.102303
-0.27221,101,2099.68205
0.393622,101,2100.26226
-0.266139,101,2100.843573
0.738565,101,2101.421803
0.247678,101,2102.000737
0.195279,101,2102.57819
-8.664551,6,2102.614109
1.369111,101,2103.192914
-0.407562,101,2103.772775
0.001596,101,2104.350794
0.040072,101,2104.933887
-0.007044,101,2105.512659
0.298629,101,2106.092583
-8.8915,4,2106.115968
0.92761,101,2106.694245
0.467227,101,2107.271606
-8.332863,4,2107.294594
-8.204549,4,2107.317641
0.391225,101,2107.897444
0.349591,101,2108.476332
0.595821,101,2109.054469
-0.102157,101,2109.633495
-0.603978,101,2110.213276
0.828541,101,2110.79759
-0.188422,101,2111.375204
0.416733,101,2111.954111
-0.546002,101,2112.531723
-0.164647,101,2113.109901
-8.589695,5,2113.138691
-8.117568,8,2113.184526
0.433629,101,2113.763682
1.108697,101,2114.341664
-8.796581,4,2114.364698
-0.16187,101,2114.945613
-0.288978,101,2115.522918
0.163017,101,2116.105476
0.263014,101,2116.685584
-0.211613,101,2117.263907
0.21015,101,2117.84326
0.149999,101,2118.421751
1.170333,101,2119.001656
1.078524,101,2119.57914
-0.127962,101,2120.164643
0.594492,101,2120.750206
0.316285,101,2121.334154
0.247207,101,2121.926111
-8.120022,5,2121.955565
-0.348943,101,2122.537543
-8.422199,6,2122.572119
-0.148599,101,2123.155574
0.020881,101,2123.741152
-0.604915,101,2124.322921
-0.588019,101,2124.909299
0.56521,101,2125.486805
-0.911329,101,2126.065483
-0.459862,101,2126.644283
0.349093,101,2127.221435
0.271011,101,2127.802296
0.207745,101,2128.379437
0.70948,101,2128.956829
0.572723,101,2129.532627
-7.576447,10,2129.589817
-9.096517,5,2129.619654
-0.061326,101,2130.19746
0.073458,101,2130.775158
-8.72993,5,2130.804015
-8.506407,8,2130.849867
0.411341,101,2131.426454
-0.028208,101,2132.003065
-0.892211,101,2132.578465
-1.002271,101,2133.154933
-0.149821,101,2133.733788
-0.499932,101,2134.310497
0.292744,101,2134.887965
-8.516681,5,2134.916582
-0.079155,101,2135.49274
0.546046,101,2136.070358
0.460838,101,2136.653957
-0.364122,101,2137.233029
-0.675273,101,2137.81135
0.174675,101,2138.387528
0.276036,101,2138.965142
0.039839,101,2139.546844
0.723944,101,2140.126431
0.661714,101,2140.704222
0.390494,101,2141.281048
0.008972,101,2141.858918
-7.932266,8,2141.904649
-0.336517,101,2142.482165
0.026692,101,2143.061558
0.248244,101,2143.638094
0.12341,101,2144.210833
0.657697,101,2144.794597
0.380117,101,2145.370927
0.259347,101,2145.953813
0.530129,101,2146.530816
-0.244894,101,2147.109813
0.658222,101,2147.687416
0.50558,101,2148.264988
0.366324,101,2148.841317
0.846321,101,2149.416747
0.266475,101,2149.996201
-1.278497,101,2150.575488
0.135355,101,2151.15347
-0.574166,101,2151.730364
-0.729548,101,2152.306839
-8.817924,5,2152.335489
-0.190057,101,2152.91313
0.811752,101,2153.489695
1.07833,101,2154.068058
-0.136358,101,2154.647104
0.398369,101,2155.22377
1.100268,101,2155.802252
0.262422,101,2156.381266
1.067573,101,2156.959607
0.125316,101,2157.5361
0.02618,101,2158.113959
0.014451,101,2158.69038
-0.227768,101,2159.267521
0.579797,101,2159.855834
-0.085272,101,2160.434662
-0.574484,101,2161.015096
0.981123,101,2161.593356
-0.223327,101,2162.176175
-9.075302,5,2162.204904
-0.066547,101,2162.783594
0.338319,101,2163.360966
-0.316195,101,2163.947061
-0.232785,101,2164.526665
0.635324,101,2165.112082
-0.158702,101,2165.696387
0.9012,101,2166.278711
0.793818,101,2166.859577
-0.627336,101,2167.439442
0.381654,101,2168.025373
0.113911,101,2168.606152
-0.173557,101,2169.18628
1.434076,101,2169.770626
-0.21495,101,2170.352507
-0.188631,101,2170.935724
0.734643,101,2171.517529
-8.272182,7,2171.558134
-0.285931,101,2172.14042
-0.173805,101,2172.724622
0.921542,101,2173.306199
-0.854936,101,2173.894847
0.332526,101,2174.471894
-8.306713,9,2174.523305
-8.191911,5,2174.552055
-0.267179,101,2175.130364
-0.012718,101,2175.706518
0.813035,101,2176.283266
-0.510047,101,2176.860624
-0.302525,101,2177.437273
-0.020297,101,2178.01504
-7.67575,11,2178.078199
-0.581843,101,2178.654321
-0.337721,101,2179.232441
-0.448028,101,2179.811505
0.301095,101,2180.391699
1.42462,101,2180.971293
0.102168,101,2181.549515
-0.457699,101,2182.127409
-0.181411,101,2182.705011
0.360703,101,2183.28173
-0.62563,101,2183.863558
0.864676,101,2184.446397
-0.616322,101,2185.033985
0.869673,101,2185.616447
1.125349,101,2186.199649
0.318547,101,2186.782075
0.572376,101,2187.362998
0.560776,101,2187.943711
0.356385,101,2188.526238
0.637781,101,2189.108628
0.041969,101,2189.691184
-0.336944,101,2190.274323
0.112773,101,2190.8597
-0.42157,101,2191.440234
0.046394,101,2192.023585
0.810984,101,2192.604064
-0.048852,101,2193.186666
0.012428,101,2193.769033
-9.142975,5,2193.798217
0.588698,101,2194.380737
-0.155401,101,2194.963244
-0.706389,101,2195.54858
-0.003532,101,2196.1339
0.410001,101,2196.718007
0.141183,101,2197.295221
-8.74458,6,2197.330126
-0.28883,101,2197.909956
-0.252931,101,2198.486621
-8.323569,9,2198.538168
0.90047,101,2199.11552
0.009462,101,2199.692886
0.213472,101,2200.271384
0.138158,101,2200.852422
