#{"t_start": 1651386652.2053783, "env_id": "cruise-ctrl-v0"}
r,l,t
2.380991,101,582.740738
-18.49964,5,582.7702
2.61791,101,583.363908
2.482858,101,583.95949
1.711105,101,584.553306
2.081343,101,585.151597
1.432678,101,585.744339
2.332337,101,586.346378
1.194657,101,586.954315
1.663809,101,587.557643
1.405005,101,588.160386
2.147262,101,588.758198
2.49221,101,589.357618
-8.778107,4,589.38148
1.85714,101,589.979309
2.5335,101,590.576569
2.131406,101,591.174373
2.403509,101,591.769532
2.488385,101,592.362806
1.949111,101,592.958375
