#{"t_start": 1651387311.3162405, "env_id": "cruise-ctrl-v0"}
r,l,t
1.986823,101,554.225512
1.723346,101,554.802649
-8.029257,5,554.832414
2.050505,101,555.408755
2.114839,101,555.981148
2.098533,101,556.568583
2.192538,101,557.143751
0.859905,101,557.717295
2.18514,101,558.29811
1.575914,101,558.880543
2.033904,101,559.453829
2.356547,101,560.032392
2.481075,101,560.607471
2.979711,101,561.181035
2.277951,101,561.753877
2.73498,101,562.326054
1.582725,101,562.899752
2.926702,101,563.473023
1.633398,101,564.048341
1.702313,101,564.626984
2.386273,101,565.202805
2.658974,101,565.776394
2.655153,101,566.349777
2.565788,101,566.922416
3.377248,101,567.495889
2.547091,101,568.068175
1.800678,101,568.642184
2.908917,101,569.215281
2.077253,101,569.789485
2.666056,101,588.211998
