#{"t_start": 1651388775.5917256, "env_id": "cruise-ctrl-v1"}
r,l,t
2.69592,101,4104.220932
2.386141,101,4108.759617
1.457193,101,4113.252373
2.579836,101,4117.710746
2.346413,101,4122.186684
2.232694,101,4126.631351
2.723415,101,4131.083048
-7.588934,7,4131.437348
2.471294,101,4135.87967
1.849727,101,4140.325238
2.024438,101,4144.7932
1.988348,101,4149.223243
3.216416,101,4153.691273
1.674062,101,4158.202372
2.597684,101,4162.680451
2.458309,101,4167.121783
-8.987791,3,4167.278954
2.352623,101,4171.797499
2.023273,101,4176.237471
2.80579,101,4180.676023
3.104255,101,4185.099195
3.246576,101,4189.588657
-7.446948,8,4189.98227
2.645061,101,4194.43778
1.923507,101,4198.880306
1.867467,101,4203.33552
2.597283,101,4207.866719
2.178596,101,4212.338801
1.152506,101,4216.792885
2.225737,101,4221.295711
2.322914,101,4225.76718
2.239342,101,4230.215693
-7.663125,5,4230.480635
2.319939,101,4234.946132
2.334888,101,4239.387652
1.735201,101,4243.870025
1.129445,101,4248.39039
2.402543,101,4252.831688
2.503165,101,4257.267882
2.549272,101,4261.775319
2.438806,101,4266.326566
1.93674,101,4270.762721
1.974041,101,4275.195528
1.974707,101,4279.679327
1.887278,101,4284.113777
2.227256,101,4288.586683
2.358636,101,4293.065124
1.716621,101,4297.570081
1.906896,101,4302.040108
2.312656,101,4306.487189
1.834178,101,4310.966902
2.58074,101,4315.506074
2.696063,101,4319.993803
1.789525,101,4324.54823
2.982592,101,4329.067321
1.769369,101,4333.490433
1.951839,101,4337.936738
2.054401,101,4342.371462
2.342656,101,4346.829752
2.254608,101,4351.255606
2.425436,101,4355.68801
1.989686,101,4360.131722
2.404041,101,4364.618321
2.180083,101,4369.11647
2.522885,101,4373.587563
-7.972604,6,4373.896902
3.037754,101,4378.333725
2.333514,101,4382.800767
2.351885,101,4387.311702
2.307947,101,4391.781371
2.679931,101,4396.245296
1.766284,101,4400.744043
1.689034,101,4405.205466
2.613899,101,4409.665979
2.959424,101,4414.152296
3.099112,101,4418.675606
2.55313,101,4423.161624
2.470114,101,4427.672816
-7.590583,9,4428.113733
2.574432,101,4675.446179
