#{"t_start": 1651388775.5917256, "env_id": "cruise-ctrl-v1"}
r,l,t
-8.820893,4,3215.97419
2.005801,101,3220.329766
1.683075,101,3224.652951
1.952207,101,3228.976535
2.129634,101,3233.35677
1.952826,101,3237.809981
2.789459,101,3242.26039
2.180758,101,3246.623012
2.618276,101,3250.936606
2.641307,101,3255.292654
1.970482,101,3259.606776
1.935052,101,3263.923538
2.490254,101,3268.302778
-7.690155,6,3268.572073
2.751485,101,3272.968605
-8.003939,5,3273.234959
1.970579,101,3277.635813
-8.481245,6,3277.941426
2.14872,101,3282.322495
2.07407,101,3286.701658
2.392255,101,3291.107349
3.023158,101,3295.493368
1.953974,101,3299.94328
1.883121,101,3304.43608
1.655821,101,3308.884753
2.276642,101,3313.311808
3.008532,101,3317.82707
-8.394736,6,3318.135444
1.497904,101,3322.5524
1.492982,101,3326.975499
2.709547,101,3331.354585
1.801977,101,3335.730221
2.413631,101,3340.109061
2.088445,101,3344.57371
1.928289,101,3349.01471
-7.911766,5,3349.245291
2.883027,101,3353.659993
2.213219,101,3358.131521
2.599958,101,3362.504978
-7.500562,9,3362.938922
2.283918,101,3367.388506
1.603131,101,3371.895673
2.311122,101,3376.313511
2.101269,101,3380.738197
2.107341,101,3385.171441
-7.477327,7,3385.484934
3.081423,101,3389.971022
2.718836,101,3394.401394
-17.142056,11,3394.93237
1.629433,101,3399.348242
2.911954,101,3403.75065
2.671414,101,3408.181601
2.437929,101,3412.734559
-7.622555,10,3413.238117
2.346327,101,3417.646607
1.747079,101,3422.331431
2.255876,101,3426.857373
2.68968,101,3431.324706
2.387964,101,3435.841908
2.222517,101,3440.491288
3.272056,101,3444.982488
2.338497,101,3449.48628
2.73062,101,3454.009779
1.717861,101,3458.535529
1.016518,101,3463.019414
1.812287,101,3467.498889
2.24449,101,3472.016748
2.593591,101,3476.555769
1.304068,101,3481.047013
2.902539,101,3485.527017
2.235128,101,3490.048225
2.551285,101,3494.587819
1.526989,101,3499.085425
-7.95141,6,3499.399985
2.531098,101,3503.872211
2.660705,101,3508.3272
1.950192,101,3512.836948
3.126657,101,3517.3058
2.315565,101,3521.763226
2.687046,101,3526.202176
3.155063,101,3530.684468
2.564081,101,3535.149654
2.660063,101,3539.633225
2.44794,101,3544.133691
-8.178359,7,3544.45932
1.628821,101,3548.981987
2.253578,101,3553.461677
1.850007,101,3557.955519
2.844036,101,3562.411679
1.895136,101,3566.919612
1.867719,101,3571.413784
2.214113,101,3575.913209
2.465892,101,3580.421204
2.783302,101,3584.902372
2.261785,101,3589.390794
1.547017,101,3594.050632
2.282373,101,3598.72743
2.916529,101,3603.371842
1.809479,101,3607.900907
1.839838,101,3612.41803
2.955507,101,3616.963057
1.820114,101,3621.493083
2.070146,101,3625.981673
2.224711,101,3630.439252
2.828559,101,3634.930753
2.169377,101,3639.431729
2.835212,101,3643.882519
-8.089339,7,3644.232255
2.366104,101,3648.67697
-7.262992,8,3649.067736
2.918911,101,3653.555925
1.814832,101,3658.157028
2.410227,101,3662.695668
-9.557765,2,3662.813069
2.019986,101,3667.3955
1.920071,101,3671.955869
2.007943,101,3676.462727
1.938154,101,3680.912403
2.401809,101,3685.40197
1.326332,101,3689.867788
2.852159,101,3694.343684
2.608963,101,3698.854676
-6.783673,11,3699.382671
2.028158,101,3703.842227
-8.027637,7,3704.160938
2.191115,101,3708.627139
1.867509,101,3713.041199
1.635468,101,3717.449668
1.74965,101,3721.94228
2.433921,101,3726.524981
2.105234,101,3731.069593
1.746036,101,3735.586926
2.774637,101,3740.228986
2.048213,101,3744.733439
2.065086,101,3749.213818
1.353286,101,3753.775195
2.00663,101,3758.325024
-7.375781,9,3758.773248
2.288911,101,3763.267409
2.122651,101,3767.758714
2.708275,101,3772.220346
1.264992,101,3776.732811
1.605572,101,3781.188313
-9.092299,4,3781.385813
1.957286,101,3785.976852
2.025632,101,3790.432463
-17.905004,10,3790.923064
1.69756,101,3795.401286
2.016343,101,3799.87832
2.71834,101,3804.306963
1.888424,101,3808.742843
2.405676,101,3813.188211
3.014944,101,3817.677676
2.405931,101,3822.180705
3.497691,101,3826.704219
-7.18225,8,3827.105136
2.428473,101,3831.622764
2.294163,101,3836.170881
1.33275,101,3840.683599
1.587574,101,3845.254804
2.087274,101,3849.710379
3.678177,101,3854.190315
-8.40617,5,3854.424813
2.234328,101,3858.950543
2.469591,101,3863.499483
1.804395,101,3868.056633
2.759726,101,3872.662882
2.33926,101,3877.267613
2.874135,101,3881.763157
3.667187,101,3886.343415
1.626326,101,3890.853159
2.020487,101,3895.399471
-8.970206,4,3895.597642
-7.691302,6,3895.910182
2.191326,101,3900.438298
2.398293,101,3904.850738
3.477975,101,3909.276874
2.103046,101,3913.683734
3.101755,101,3918.11288
1.842701,101,3922.557658
2.442826,101,3927.058496
1.794565,101,3931.51806
1.640371,101,3936.058298
2.557498,101,3940.547651
1.863498,101,3945.011814
2.402797,101,3949.458785
1.534587,101,3953.89267
3.056362,101,3958.410716
2.366691,101,3962.905127
2.264004,101,3967.384671
2.588386,101,3971.844316
2.721464,101,3976.334944
1.805536,101,3980.785039
2.06019,101,3985.204284
2.436605,101,3989.624272
3.113277,101,3994.086079
2.651134,101,3998.519519
2.576332,101,4003.010491
1.714513,101,4007.5775
-8.077147,7,4007.902361
2.053026,101,4012.419894
2.282851,101,4016.904251
2.799141,101,4021.466717
3.050743,101,4025.97405
2.419418,101,4030.468452
2.943015,101,4034.922044
2.750411,101,4039.461299
-7.903639,5,4039.736296
1.908644,101,4044.250829
-8.275748,6,4044.574341
2.398497,101,4049.165119
2.728556,101,4053.743941
1.962675,101,4058.244718
2.573814,101,4062.769858
3.109083,101,4067.307742
-7.457173,7,4067.663937
2.312546,101,4072.190576
-7.583856,5,4072.465395
2.369863,101,4076.956615
1.96773,101,4081.438235
1.969645,101,4085.957467
2.280843,101,4090.578155
2.697115,101,4095.116647
2.04031,101,4099.668078
